,Date,Currency,Event,Actual,Forecast,Info,Notes,Importance,Units
86,"Apr 1, 2015",EUR,Spanish Manufacturing PMI,54.3,54.0,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
87,"Mar 2, 2015",EUR,Spanish Manufacturing PMI,54.2,55.2,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
88,"Feb 2, 2015",EUR,Spanish Manufacturing PMI,54.7,54.2,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
89,"Jan 2, 2015",EUR,Spanish Manufacturing PMI,53.8,54.9,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
90,"Dec 1, 2014",EUR,Spanish Manufacturing PMI,54.7,53.1,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
91,"Nov 3, 2014",EUR,Spanish Manufacturing PMI,52.6,52.4,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
92,"Oct 1, 2014",EUR,Spanish Manufacturing PMI,52.6,52.3,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
93,"Sep 1, 2014",EUR,Spanish Manufacturing PMI,52.8,53.4,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
94,"Aug 1, 2014",EUR,Spanish Manufacturing PMI,53.9,54.8,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
95,"Jul 1, 2014",EUR,Spanish Manufacturing PMI,54.6,53.2,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
96,"Jun 2, 2014",EUR,Spanish Manufacturing PMI,52.9,52.6,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
97,"May 2, 2014",EUR,Spanish Manufacturing PMI,52.7,53.2,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
98,"Apr 1, 2014",EUR,Spanish Manufacturing PMI,52.8,52.9,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
99,"Mar 3, 2014",EUR,Spanish Manufacturing PMI,52.5,53.2,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
100,"Feb 3, 2014",EUR,Spanish Manufacturing PMI,52.2,51.3,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
101,"Jan 2, 2014",EUR,Spanish Manufacturing PMI,50.8,49.9,Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry;,"Above 50.0 indicates industry expansion, below indicates contraction;","It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy;",NA
